Name,Value,Type,Offset,Range,Set,Binding,Descriptor Type,Buffer
light_array.data.position,"[0.00, 0.00]",vec2f,3168,,,,,
light_array.data.shadow_zfar_inv,0.00,float,3176,,,,,
light_array.data.shadow_y_ofs,0.00,float,3180,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3184,,,,,
light_array.data[25],[...],struct Light,3200,,,,,
light_array.data.texture_matrix,[...],mat2x4f,3200,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3200,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3216,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,3232,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3232,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3248,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,3264,,,,,
light_array.data.shadow_color,0,uint32,3280,,,,,
light_array.data.flags,0,uint32,3284,,,,,
light_array.data.shadow_pixel_size,0.00,float,3288,,,,,
light_array.data.height,0.00,float,3292,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,3296,,,,,
light_array.data.shadow_zfar_inv,0.00,float,3304,,,,,
light_array.data.shadow_y_ofs,0.00,float,3308,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3312,,,,,
light_array.data[26],[...],struct Light,3328,,,,,
light_array.data.texture_matrix,[...],mat2x4f,3328,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3328,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3344,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,3360,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3360,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3376,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,3392,,,,,
light_array.data.shadow_color,0,uint32,3408,,,,,
light_array.data.flags,0,uint32,3412,,,,,
light_array.data.shadow_pixel_size,0.00,float,3416,,,,,
light_array.data.height,0.00,float,3420,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,3424,,,,,
light_array.data.shadow_zfar_inv,0.00,float,3432,,,,,
light_array.data.shadow_y_ofs,0.00,float,3436,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3440,,,,,
light_array.data[27],[...],struct Light,3456,,,,,
light_array.data.texture_matrix,[...],mat2x4f,3456,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3456,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3472,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,3488,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3488,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3504,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,3520,,,,,
light_array.data.shadow_color,0,uint32,3536,,,,,
light_array.data.flags,0,uint32,3540,,,,,
light_array.data.shadow_pixel_size,0.00,float,3544,,,,,
light_array.data.height,0.00,float,3548,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,3552,,,,,
light_array.data.shadow_zfar_inv,0.00,float,3560,,,,,
light_array.data.shadow_y_ofs,0.00,float,3564,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3568,,,,,
light_array.data[28],[...],struct Light,3584,,,,,
light_array.data.texture_matrix,[...],mat2x4f,3584,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3584,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3600,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,3616,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3616,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3632,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,3648,,,,,
light_array.data.shadow_color,0,uint32,3664,,,,,
light_array.data.flags,0,uint32,3668,,,,,
light_array.data.shadow_pixel_size,0.00,float,3672,,,,,
light_array.data.height,0.00,float,3676,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,3680,,,,,
light_array.data.shadow_zfar_inv,0.00,float,3688,,,,,
light_array.data.shadow_y_ofs,0.00,float,3692,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3696,,,,,
light_array.data[29],[...],struct Light,3712,,,,,
light_array.data.texture_matrix,[...],mat2x4f,3712,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3712,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3728,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,3744,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3744,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3760,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,3776,,,,,
light_array.data.shadow_color,0,uint32,3792,,,,,
light_array.data.flags,0,uint32,3796,,,,,
light_array.data.shadow_pixel_size,0.00,float,3800,,,,,
light_array.data.height,0.00,float,3804,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,3808,,,,,
light_array.data.shadow_zfar_inv,0.00,float,3816,,,,,
light_array.data.shadow_y_ofs,0.00,float,3820,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3824,,,,,
light_array.data[30],[...],struct Light,3840,,,,,
light_array.data.texture_matrix,[...],mat2x4f,3840,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3840,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3856,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,3872,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3872,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3888,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,3904,,,,,
light_array.data.shadow_color,0,uint32,3920,,,,,
light_array.data.flags,0,uint32,3924,,,,,
light_array.data.shadow_pixel_size,0.00,float,3928,,,,,
light_array.data.height,0.00,float,3932,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,3936,,,,,
light_array.data.shadow_zfar_inv,0.00,float,3944,,,,,
light_array.data.shadow_y_ofs,0.00,float,3948,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,3952,,,,,
light_array.data[31],[...],struct Light,3968,,,,,
light_array.data.texture_matrix,[...],mat2x4f,3968,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,3968,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,3984,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,4000,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4000,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4016,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,4032,,,,,
light_array.data.shadow_color,0,uint32,4048,,,,,
light_array.data.flags,0,uint32,4052,,,,,
light_array.data.shadow_pixel_size,0.00,float,4056,,,,,
light_array.data.height,0.00,float,4060,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,4064,,,,,
light_array.data.shadow_zfar_inv,0.00,float,4072,,,,,
light_array.data.shadow_y_ofs,0.00,float,4076,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4080,,,,,
light_array.data[32],[...],struct Light,4096,,,,,
light_array.data.texture_matrix,[...],mat2x4f,4096,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4096,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4112,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,4128,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4128,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4144,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,4160,,,,,
light_array.data.shadow_color,0,uint32,4176,,,,,
light_array.data.flags,0,uint32,4180,,,,,
light_array.data.shadow_pixel_size,0.00,float,4184,,,,,
light_array.data.height,0.00,float,4188,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,4192,,,,,
light_array.data.shadow_zfar_inv,0.00,float,4200,,,,,
light_array.data.shadow_y_ofs,0.00,float,4204,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4208,,,,,
light_array.data[33],[...],struct Light,4224,,,,,
light_array.data.texture_matrix,[...],mat2x4f,4224,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4224,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4240,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,4256,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4256,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4272,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,4288,,,,,
light_array.data.shadow_color,0,uint32,4304,,,,,
light_array.data.flags,0,uint32,4308,,,,,
light_array.data.shadow_pixel_size,0.00,float,4312,,,,,
light_array.data.height,0.00,float,4316,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,4320,,,,,
light_array.data.shadow_zfar_inv,0.00,float,4328,,,,,
light_array.data.shadow_y_ofs,0.00,float,4332,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4336,,,,,
light_array.data[34],[...],struct Light,4352,,,,,
light_array.data.texture_matrix,[...],mat2x4f,4352,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4352,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4368,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,4384,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4384,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4400,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,4416,,,,,
light_array.data.shadow_color,0,uint32,4432,,,,,
light_array.data.flags,0,uint32,4436,,,,,
light_array.data.shadow_pixel_size,0.00,float,4440,,,,,
light_array.data.height,0.00,float,4444,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,4448,,,,,
light_array.data.shadow_zfar_inv,0.00,float,4456,,,,,
light_array.data.shadow_y_ofs,0.00,float,4460,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4464,,,,,
light_array.data[35],[...],struct Light,4480,,,,,
light_array.data.texture_matrix,[...],mat2x4f,4480,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4480,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4496,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,4512,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4512,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4528,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,4544,,,,,
light_array.data.shadow_color,0,uint32,4560,,,,,
light_array.data.flags,0,uint32,4564,,,,,
light_array.data.shadow_pixel_size,0.00,float,4568,,,,,
light_array.data.height,0.00,float,4572,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,4576,,,,,
light_array.data.shadow_zfar_inv,0.00,float,4584,,,,,
light_array.data.shadow_y_ofs,0.00,float,4588,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4592,,,,,
light_array.data[36],[...],struct Light,4608,,,,,
light_array.data.texture_matrix,[...],mat2x4f,4608,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4608,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4624,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,4640,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4640,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4656,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,4672,,,,,
light_array.data.shadow_color,0,uint32,4688,,,,,
light_array.data.flags,0,uint32,4692,,,,,
light_array.data.shadow_pixel_size,0.00,float,4696,,,,,
light_array.data.height,0.00,float,4700,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,4704,,,,,
light_array.data.shadow_zfar_inv,0.00,float,4712,,,,,
light_array.data.shadow_y_ofs,0.00,float,4716,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4720,,,,,
light_array.data[37],[...],struct Light,4736,,,,,
light_array.data.texture_matrix,[...],mat2x4f,4736,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4736,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4752,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,4768,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4768,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4784,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,4800,,,,,
light_array.data.shadow_color,0,uint32,4816,,,,,
light_array.data.flags,0,uint32,4820,,,,,
light_array.data.shadow_pixel_size,0.00,float,4824,,,,,
light_array.data.height,0.00,float,4828,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,4832,,,,,
light_array.data.shadow_zfar_inv,0.00,float,4840,,,,,
light_array.data.shadow_y_ofs,0.00,float,4844,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4848,,,,,
light_array.data[38],[...],struct Light,4864,,,,,
light_array.data.texture_matrix,[...],mat2x4f,4864,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4864,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4880,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,4896,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4896,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,4912,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,4928,,,,,
light_array.data.shadow_color,0,uint32,4944,,,,,
light_array.data.flags,0,uint32,4948,,,,,
light_array.data.shadow_pixel_size,0.00,float,4952,,,,,
light_array.data.height,0.00,float,4956,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,4960,,,,,
light_array.data.shadow_zfar_inv,0.00,float,4968,,,,,
light_array.data.shadow_y_ofs,0.00,float,4972,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,4976,,,,,
light_array.data[39],[...],struct Light,4992,,,,,
light_array.data.texture_matrix,[...],mat2x4f,4992,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,4992,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5008,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,5024,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5024,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5040,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,5056,,,,,
light_array.data.shadow_color,0,uint32,5072,,,,,
light_array.data.flags,0,uint32,5076,,,,,
light_array.data.shadow_pixel_size,0.00,float,5080,,,,,
light_array.data.height,0.00,float,5084,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,5088,,,,,
light_array.data.shadow_zfar_inv,0.00,float,5096,,,,,
light_array.data.shadow_y_ofs,0.00,float,5100,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5104,,,,,
light_array.data[40],[...],struct Light,5120,,,,,
light_array.data.texture_matrix,[...],mat2x4f,5120,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5120,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5136,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,5152,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5152,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5168,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,5184,,,,,
light_array.data.shadow_color,0,uint32,5200,,,,,
light_array.data.flags,0,uint32,5204,,,,,
light_array.data.shadow_pixel_size,0.00,float,5208,,,,,
light_array.data.height,0.00,float,5212,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,5216,,,,,
light_array.data.shadow_zfar_inv,0.00,float,5224,,,,,
light_array.data.shadow_y_ofs,0.00,float,5228,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5232,,,,,
light_array.data[41],[...],struct Light,5248,,,,,
light_array.data.texture_matrix,[...],mat2x4f,5248,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5248,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5264,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,5280,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5280,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5296,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,5312,,,,,
light_array.data.shadow_color,0,uint32,5328,,,,,
light_array.data.flags,0,uint32,5332,,,,,
light_array.data.shadow_pixel_size,0.00,float,5336,,,,,
light_array.data.height,0.00,float,5340,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,5344,,,,,
light_array.data.shadow_zfar_inv,0.00,float,5352,,,,,
light_array.data.shadow_y_ofs,0.00,float,5356,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5360,,,,,
light_array.data[42],[...],struct Light,5376,,,,,
light_array.data.texture_matrix,[...],mat2x4f,5376,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5376,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5392,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,5408,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5408,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5424,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,5440,,,,,
light_array.data.shadow_color,0,uint32,5456,,,,,
light_array.data.flags,0,uint32,5460,,,,,
light_array.data.shadow_pixel_size,0.00,float,5464,,,,,
light_array.data.height,0.00,float,5468,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,5472,,,,,
light_array.data.shadow_zfar_inv,0.00,float,5480,,,,,
light_array.data.shadow_y_ofs,0.00,float,5484,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5488,,,,,
light_array.data[43],[...],struct Light,5504,,,,,
light_array.data.texture_matrix,[...],mat2x4f,5504,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5504,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5520,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,5536,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5536,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5552,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,5568,,,,,
light_array.data.shadow_color,0,uint32,5584,,,,,
light_array.data.flags,0,uint32,5588,,,,,
light_array.data.shadow_pixel_size,0.00,float,5592,,,,,
light_array.data.height,0.00,float,5596,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,5600,,,,,
light_array.data.shadow_zfar_inv,0.00,float,5608,,,,,
light_array.data.shadow_y_ofs,0.00,float,5612,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5616,,,,,
light_array.data[44],[...],struct Light,5632,,,,,
light_array.data.texture_matrix,[...],mat2x4f,5632,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5632,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5648,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,5664,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5664,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5680,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,5696,,,,,
light_array.data.shadow_color,0,uint32,5712,,,,,
light_array.data.flags,0,uint32,5716,,,,,
light_array.data.shadow_pixel_size,0.00,float,5720,,,,,
light_array.data.height,0.00,float,5724,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,5728,,,,,
light_array.data.shadow_zfar_inv,0.00,float,5736,,,,,
light_array.data.shadow_y_ofs,0.00,float,5740,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5744,,,,,
light_array.data[45],[...],struct Light,5760,,,,,
light_array.data.texture_matrix,[...],mat2x4f,5760,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5760,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5776,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,5792,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5792,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5808,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,5824,,,,,
light_array.data.shadow_color,0,uint32,5840,,,,,
light_array.data.flags,0,uint32,5844,,,,,
light_array.data.shadow_pixel_size,0.00,float,5848,,,,,
light_array.data.height,0.00,float,5852,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,5856,,,,,
light_array.data.shadow_zfar_inv,0.00,float,5864,,,,,
light_array.data.shadow_y_ofs,0.00,float,5868,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,5872,,,,,
light_array.data[46],[...],struct Light,5888,,,,,
light_array.data.texture_matrix,[...],mat2x4f,5888,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5888,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5904,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,5920,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,5920,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,5936,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,5952,,,,,
light_array.data.shadow_color,0,uint32,5968,,,,,
light_array.data.flags,0,uint32,5972,,,,,
light_array.data.shadow_pixel_size,0.00,float,5976,,,,,
light_array.data.height,0.00,float,5980,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,5984,,,,,
light_array.data.shadow_zfar_inv,0.00,float,5992,,,,,
light_array.data.shadow_y_ofs,0.00,float,5996,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6000,,,,,
light_array.data[47],[...],struct Light,6016,,,,,
light_array.data.texture_matrix,[...],mat2x4f,6016,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6016,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6032,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,6048,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6048,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6064,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,6080,,,,,
light_array.data.shadow_color,0,uint32,6096,,,,,
light_array.data.flags,0,uint32,6100,,,,,
light_array.data.shadow_pixel_size,0.00,float,6104,,,,,
light_array.data.height,0.00,float,6108,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,6112,,,,,
light_array.data.shadow_zfar_inv,0.00,float,6120,,,,,
light_array.data.shadow_y_ofs,0.00,float,6124,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6128,,,,,
light_array.data[48],[...],struct Light,6144,,,,,
light_array.data.texture_matrix,[...],mat2x4f,6144,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6144,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6160,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,6176,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6176,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6192,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,6208,,,,,
light_array.data.shadow_color,0,uint32,6224,,,,,
light_array.data.flags,0,uint32,6228,,,,,
light_array.data.shadow_pixel_size,0.00,float,6232,,,,,
light_array.data.height,0.00,float,6236,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,6240,,,,,
light_array.data.shadow_zfar_inv,0.00,float,6248,,,,,
light_array.data.shadow_y_ofs,0.00,float,6252,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6256,,,,,
light_array.data[49],[...],struct Light,6272,,,,,
light_array.data.texture_matrix,[...],mat2x4f,6272,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6272,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6288,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,6304,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6304,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6320,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,6336,,,,,
light_array.data.shadow_color,0,uint32,6352,,,,,
light_array.data.flags,0,uint32,6356,,,,,
light_array.data.shadow_pixel_size,0.00,float,6360,,,,,
light_array.data.height,0.00,float,6364,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,6368,,,,,
light_array.data.shadow_zfar_inv,0.00,float,6376,,,,,
light_array.data.shadow_y_ofs,0.00,float,6380,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6384,,,,,
light_array.data[50],[...],struct Light,6400,,,,,
light_array.data.texture_matrix,[...],mat2x4f,6400,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6400,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6416,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,6432,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6432,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6448,,,,,
light_array.data.color,"[0.00, 0.00, 0.00, 0.00]",vec4f,6464,,,,,
light_array.data.shadow_color,0,uint32,6480,,,,,
light_array.data.flags,0,uint32,6484,,,,,
light_array.data.shadow_pixel_size,0.00,float,6488,,,,,
light_array.data.height,0.00,float,6492,,,,,
light_array.data.position,"[0.00, 0.00]",vec2f,6496,,,,,
light_array.data.shadow_zfar_inv,0.00,float,6504,,,,,
light_array.data.shadow_y_ofs,0.00,float,6508,,,,,
light_array.data.atlas_rect,"[0.00, 0.00, 0.00, 0.00]",vec4f,6512,,,,,
light_array.data[51],[...],struct Light,6528,,,,,
light_array.data.texture_matrix,[...],mat2x4f,6528,,,,,
C0,"[0.00, 0.00, 0.00, 0.00]",vec4f,6528,,,,,
C1,"[0.00, 0.00, 0.00, 0.00]",vec4f,6544,,,,,
light_array.data.shadow_matrix,[...],mat2x4f,6560,,,,,
